zgqi,1891,0.665,0.665,2020-10-05
zgqi,1892,0.6639999999999999,0.6639999999999999,2020-10-05
zgqi,1893,64.64,0.0,2020-10-06
zgqi,1895,65.351,0.0,2020-10-06
zgqi,1896,129.387,0.0,2020-10-06
zgqi,1898,0.01100000000000012,0.0,2020-10-07
zgqi,1899,0.026000000000000245,0.005999999999999894,2020-10-07
zgqi,1903,0.03600000000000003,0.009000000000000008,2020-10-07
zgqi,1904,0.040000000000000036,0.010000000000000009,2020-10-07
zgqi,1905,0.040000000000000036,0.010000000000000009,2020-10-07
zgqi,1908,129.671,0.0,2020-10-08
zgqi,1909,0.07100000000014006,0.0,2020-10-08
zgqi,1910,1538.631,0.0,2020-10-08
zgqi,1911,1538.489,0.0,2020-10-08
zgqi,1912,0.10700000000001353,0.0,2020-10-08
zgqi,1913,1538.667,0.0,2020-10-08
mbithi,1914,0.0,0.0,2020-10-08
mbithi,1915,0.0,0.0,2020-10-08
mbithi,1916,0.0,0.0,2020-10-08
mbithi,1917,0.0,0.0,2020-10-08
mbithi,1918,0.0,0.0,2020-10-08
mbithi,1919,0.0,0.0,2020-10-08
mbithi,1920,0.0,0.0,2020-10-08
mbithi,1921,0.0,0.0,2020-10-08
mbithi,1922,0.0,0.0,2020-10-08
mbithi,1923,0.0,0.0,2020-10-08
mbithi,1924,0.0,0.0,2020-10-08
mbithi,1925,0.0,0.0,2020-10-08
mbithi,1926,0.0,0.0,2020-10-08
mbithi,1927,0.0,0.0,2020-10-08
mbithi,1928,0.0,0.0,2020-10-08
mbithi,1929,0.0,0.0,2020-10-08
mbithi,1930,0.0,0.0,2020-10-08
mbithi,1931,0.0,0.0,2020-10-08
mbithi,1932,0.0,0.0,2020-10-08
mbithi,1933,0.0,0.0,2020-10-08
mbithi,1934,0.0,0.0,2020-10-08
mbithi,1935,0.0,0.0,2020-10-08
mbithi,1936,0.0,0.0,2020-10-08
mbithi,1937,0.0,0.0,2020-10-08
mbithi,1938,0.0,0.0,2020-10-08
mbithi,1939,0.0,0.0,2020-10-08
mbithi,1940,0.0,0.0,2020-10-08
mbithi,1941,0.0,0.0,2020-10-08
mbithi,1942,0.0,0.0,2020-10-08
mbithi,1943,0.0,0.0,2020-10-08
mbithi,1944,0.0,0.0,2020-10-08
mbithi,1945,0.0,0.0,2020-10-08
mbithi,1946,0.0,0.0,2020-10-08
mbithi,1947,0.0,0.0,2020-10-08
mbithi,1948,0.0,0.0,2020-10-08
mbithi,1949,0.0,0.0,2020-10-08
mbithi,1950,0.0,0.0,2020-10-08
mbithi,1951,0.0,0.0,2020-10-08
mbithi,1952,0.0,0.0,2020-10-08
mbithi,1953,0.0,0.0,2020-10-08
mbithi,1954,0.0,0.0,2020-10-08
mbithi,1955,0.0,0.0,2020-10-08
mbithi,1956,0.0,0.0,2020-10-08
mbithi,1957,0.0,0.0,2020-10-08
mbithi,1958,0.0,0.0,2020-10-08
mbithi,1959,0.0,0.0,2020-10-08
mbithi,1960,0.0,0.0,2020-10-08
mbithi,1961,0.0,0.0,2020-10-08
mbithi,1962,0.07000000000000028,0.0,2020-10-08
mbithi,1963,0.0,0.0,2020-10-08
mbithi,1964,0.0,0.0,2020-10-08
mbithi,1965,0.0,0.0,2020-10-08
mbithi,1966,0.06500000000000039,0.0,2020-10-08
mbithi,1967,0.0,0.0,2020-10-08
mbithi,1968,0.0,0.0,2020-10-08
mbithi,1969,0.0,0.0,2020-10-08
mbithi,1970,0.05999999999999961,0.0,2020-10-08
mbithi,1971,0.0,0.0,2020-10-08
mbithi,1972,0.0,0.0,2020-10-08
mbithi,1973,0.0,0.0,2020-10-08
mbithi,1974,0.05399999999999938,0.0,2020-10-08
mbithi,1975,0.0,0.0,2020-10-08
mbithi,1976,0.0,0.0,2020-10-08
mbithi,1977,0.0,0.0,2020-10-08
mbithi,1978,0.04899999999999949,0.0,2020-10-08
mbithi,1979,0.0,0.0,2020-10-08
mbithi,1980,0.0,0.0,2020-10-08
mbithi,1981,0.0,0.0,2020-10-08
mbithi,1982,0.043999999999999595,0.0,2020-10-08
mbithi,1983,0.0,0.0,2020-10-08
mbithi,1984,0.0,0.0,2020-10-08
mbithi,1985,0.0,0.0,2020-10-08
mbithi,1986,0.0389999999999997,0.0,2020-10-08
mbithi,1987,0.0,0.0,2020-10-08
mbithi,1988,0.0,0.0,2020-10-08
mbithi,1989,0.0,0.0,2020-10-08
mbithi,1990,0.03300000000000036,0.0,2020-10-08
mbithi,1991,0.0,0.0,2020-10-08
mbithi,1992,0.0,0.0,2020-10-08
mbithi,1993,0.0,0.0,2020-10-08
mbithi,1994,0.02800000000000047,0.0,2020-10-08
mbithi,1995,0.0,0.0,2020-10-08
mbithi,1996,0.0,0.0,2020-10-08
mbithi,1997,0.0,0.0,2020-10-08
mbithi,1998,0.022999999999999687,0.0,2020-10-08
mbithi,1999,0.0,0.0,2020-10-08
mbithi,2000,0.0,0.0,2020-10-08
mbithi,2001,0.0,0.0,2020-10-08
mbithi,2002,0.01699999999999946,0.0,2020-10-08
mbithi,2003,0.0,0.0,2020-10-08
mbithi,2004,0.0,0.0,2020-10-08
mbithi,2005,0.0,0.0,2020-10-08
mbithi,2006,0.07399999999999984,0.0,2020-10-09
mbithi,2007,0.0,0.0,2020-10-09
mbithi,2008,0.0,0.0,2020-10-09
mbithi,2009,0.0,0.0,2020-10-09
mbithi,2010,0.07399999999999984,0.0,2020-10-09
mbithi,2011,0.0,0.0,2020-10-09
mbithi,2012,0.0,0.0,2020-10-09
mbithi,2013,0.0,0.0,2020-10-09
mbithi,2014,0.0730000000000004,0.0,2020-10-09
mbithi,2015,0.0,0.0,2020-10-09
mbithi,2016,0.0,0.0,2020-10-09
mbithi,2017,0.0,0.0,2020-10-09
mbithi,2018,0.0730000000000004,0.0,2020-10-09
mbithi,2019,0.0,0.0,2020-10-09
mbithi,2020,0.0,0.0,2020-10-09
mbithi,2021,0.0,0.0,2020-10-09
mbithi,2022,0.07399999999999984,0.0,2020-10-09
mbithi,2023,0.0,0.0,2020-10-09
mbithi,2024,0.0,0.0,2020-10-09
mbithi,2025,0.0,0.0,2020-10-09
