transaction_id,transaction_date,transaction_time,entity,transaction_type,transaction_user,type,serviceunit,amount,balance,reconciled,period,comment
1104[28].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.466453,job,acquired,zgqi,debit,cpu_hrs,24.0,99983843.0,yes,my2024,
1104[28].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.466453,job,acquired,zgqi,debit,gpu_hrs,0.0,99999874.0,yes,my2024,
1104[29].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.488280,job,acquired,zgqi,debit,cpu_hrs,24.0,99983819.0,yes,my2024,
1104[29].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.488280,job,acquired,zgqi,debit,gpu_hrs,0.0,99999874.0,yes,my2024,
1104[30].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.509046,job,acquired,zgqi,debit,cpu_hrs,24.0,99983795.0,yes,my2024,
1104[30].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.509046,job,acquired,zgqi,debit,gpu_hrs,0.0,99999874.0,yes,my2024,
1104[31].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.530570,job,acquired,zgqi,debit,gpu_hrs,0.0,99999874.0,yes,my2024,
1104[31].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.530570,job,acquired,zgqi,debit,cpu_hrs,24.0,99983771.0,yes,my2024,
1104[32].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.551291,job,acquired,zgqi,debit,cpu_hrs,24.0,99983747.0,yes,my2024,
1104[32].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.551291,job,acquired,zgqi,debit,gpu_hrs,0.0,99999874.0,yes,my2024,
1104[33].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.571971,job,acquired,zgqi,debit,cpu_hrs,24.0,99983723.0,yes,my2024,
1104[33].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.571971,job,acquired,zgqi,debit,gpu_hrs,0.0,99999874.0,yes,my2024,
1104[34].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.597076,job,acquired,zgqi,debit,cpu_hrs,24.0,99983699.0,yes,my2024,
1104[34].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.597076,job,acquired,zgqi,debit,gpu_hrs,0.0,99999874.0,yes,my2024,
1104[35].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.619004,job,acquired,zgqi,debit,gpu_hrs,0.0,99999874.0,yes,my2024,
1104[35].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.619004,job,acquired,zgqi,debit,cpu_hrs,24.0,99983675.0,yes,my2024,
1104[36].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.643315,job,acquired,zgqi,debit,gpu_hrs,0.0,99999874.0,yes,my2024,
1104[36].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.643315,job,acquired,zgqi,debit,cpu_hrs,24.0,99983651.0,yes,my2024,
1104[37].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.666803,job,acquired,zgqi,debit,cpu_hrs,24.0,99983627.0,yes,my2024,
1104[37].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.666803,job,acquired,zgqi,debit,gpu_hrs,0.0,99999874.0,yes,my2024,
1104[38].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.687936,job,acquired,zgqi,debit,gpu_hrs,0.0,99999874.0,yes,my2024,
1104[38].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.687936,job,acquired,zgqi,debit,cpu_hrs,24.0,99983603.0,yes,my2024,
1104[39].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.709028,job,acquired,zgqi,debit,cpu_hrs,24.0,99983579.0,yes,my2024,
1104[39].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.709028,job,acquired,zgqi,debit,gpu_hrs,0.0,99999874.0,yes,my2024,
1104[40].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.729748,job,acquired,zgqi,debit,gpu_hrs,0.0,99999874.0,yes,my2024,
1104[40].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.729748,job,acquired,zgqi,debit,cpu_hrs,24.0,99983555.0,yes,my2024,
1104[41].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.750531,job,acquired,zgqi,debit,cpu_hrs,24.0,99983531.0,yes,my2024,
