accounting/202010mon
1891,zgqi,0.665,0.665,2020-10-05
1892,zgqi,0.6636111111111112,0.6636111111111112,2020-10-05
1893,zgqi,64.64,0.0,2020-10-06
1894,zgqi,0.012222222222222223,0.0,2020-10-06
1895,zgqi,65.35111111111111,0.0,2020-10-06
1896,zgqi,129.38666666666666,0.0,2020-10-06
1897,zgqi,0.012222222222222223,0.0,2020-10-07
1898,zgqi,0.011111111111111112,0.0,2020-10-07
1899,zgqi,0.025555555555555557,0.006388888888888889,2020-10-07
1900,zgqi,0.030555555555555555,0.0,2020-10-07
1901,zgqi,0.001388888888888889,0.0,2020-10-07
1902,zgqi,0.11611111111111111,0.11611111111111111,2020-10-07
1903,zgqi,0.035555555555555556,0.008888888888888889,2020-10-07
1904,zgqi,0.04,0.01,2020-10-07
1905,zgqi,0.04,0.01,2020-10-07
1906,zgqi,34.77333333333333,0.0,2020-10-08
1907,zgqi,65.49333333333334,0.0,2020-10-08
1909,zgqi,0.07111111111111111,0.0,2020-10-08
1908,zgqi,129.67111111111112,0.0,2020-10-08
1912,zgqi,0.10666666666666667,0.0,2020-10-08
1910,zgqi,1538.631111111111,0.0,2020-10-08
1911,zgqi,1538.4888888888888,0.0,2020-10-08
1913,zgqi,1538.6666666666667,0.0,2020-10-08
2050,zgqi,259.2711111111111,0.0,2020-10-09
2051,zgqi,775.5733333333333,0.0,2020-10-09
2049,zgqi,459.5911111111111,0.0,2020-10-09
2052,zgqi,268.58666666666664,0.0,2020-10-09
2054,zgqi,0.06666666666666667,0.016666666666666666,2020-10-09
2055,zgqi,0.1411111111111111,0.07055555555555555,2020-10-09
2056,zgqi,0.31333333333333335,0.15666666666666668,2020-10-09
2057,zgqi,0.057777777777777775,0.028888888888888888,2020-10-09
2058,zgqi,0.2311111111111111,0.11555555555555555,2020-10-09
2059,zgqi,0.16777777777777778,0.08388888888888889,2020-10-09
2053,zgqi,6157.653333333334,0.0,2020-10-09
2060,zgqi,0.1411111111111111,0.07055555555555555,2020-10-12
2062,zgqi,0.030000000000000002,0.0,2020-10-12
2061,zgqi,2.2688888888888887,1.1344444444444444,2020-10-12
2067,zgqi,0.02,0.0,2020-10-12
2075,zgqi,0.0016666666666666668,0.0,2020-10-12
2076,zgqi,0.5097222222222222,0.5097222222222222,2020-10-12
2077,zgqi,0.0077777777777777776,0.0,2020-10-13
2078,zgqi,0.0011111111111111111,0.0,2020-10-13
2079,zgqi,0.0038888888888888888,0.0038888888888888888,2020-10-13
2080,zgqi,0.003611111111111111,0.003611111111111111,2020-10-13
2081,zgqi,0.0008333333333333334,0.0,2020-10-13
2082,zgqi,0.0008333333333333334,0.0,2020-10-13
2101,zgqi,6155.52,0.0,2020-10-14
2102,zgqi,0.8533333333333334,0.0,2020-10-15
2103,zgqi,6152.533333333334,0.0,2020-10-15
2142,zgqi,277.8311111111111,0.0,2020-10-16
2210,zgqi,6.7555555555555555,0.0,2020-10-16
2211,zgqi,167.92888888888888,0.0,2020-10-16
2212,zgqi,5.404444444444445,0.0,2020-10-16
2213,zgqi,2.7377777777777776,0.0,2020-10-16
2214,zgqi,0.10666666666666667,0.0,2020-10-16
2215,zgqi,143.25333333333333,0.0,2020-10-16
2216,zgqi,226.56,0.0,2020-10-16
2217,zgqi,129.70666666666668,0.0,2020-10-16
2218,zgqi,118.32888888888888,0.0,2020-10-16
1914,mbithi,0.0002777777777777778,0.0,2020-10-08
1915,mbithi,0.0,0.0,2020-10-08
1916,mbithi,0.0002777777777777778,0.0,2020-10-08
1917,mbithi,0.0,0.0,2020-10-08
1918,mbithi,0.0002777777777777778,0.0,2020-10-08
1919,mbithi,0.0002777777777777778,0.0,2020-10-08
1920,mbithi,0.0002777777777777778,0.0,2020-10-08
1921,mbithi,0.0,0.0,2020-10-08
1922,mbithi,0.0,0.0,2020-10-08
1923,mbithi,0.0002777777777777778,0.0,2020-10-08
1924,mbithi,0.0,0.0,2020-10-08
1925,mbithi,0.0,0.0,2020-10-08
1926,mbithi,0.0,0.0,2020-10-08
1927,mbithi,0.0,0.0,2020-10-08
1928,mbithi,0.0002777777777777778,0.0,2020-10-08
1929,mbithi,0.0,0.0,2020-10-08
1930,mbithi,0.0,0.0,2020-10-08
1931,mbithi,0.0002777777777777778,0.0,2020-10-08
1932,mbithi,0.0,0.0,2020-10-08
1933,mbithi,0.0002777777777777778,0.0,2020-10-08
1934,mbithi,0.0,0.0,2020-10-08
1935,mbithi,0.0002777777777777778,0.0,2020-10-08
1936,mbithi,0.0002777777777777778,0.0,2020-10-08
1937,mbithi,0.0,0.0,2020-10-08
1938,mbithi,0.0002777777777777778,0.0,2020-10-08
1939,mbithi,0.0002777777777777778,0.0,2020-10-08
1940,mbithi,0.0002777777777777778,0.0,2020-10-08
1941,mbithi,0.0,0.0,2020-10-08
1942,mbithi,0.0002777777777777778,0.0,2020-10-08
1943,mbithi,0.0,0.0,2020-10-08
1944,mbithi,0.0002777777777777778,0.0,2020-10-08
1945,mbithi,0.0002777777777777778,0.0,2020-10-08
1946,mbithi,0.0,0.0,2020-10-08
1947,mbithi,0.0002777777777777778,0.0,2020-10-08
1948,mbithi,0.0,0.0,2020-10-08
1949,mbithi,0.0002777777777777778,0.0,2020-10-08
1950,mbithi,0.0002777777777777778,0.0,2020-10-08
1951,mbithi,0.0002777777777777778,0.0,2020-10-08
1952,mbithi,0.0,0.0,2020-10-08
1953,mbithi,0.0002777777777777778,0.0,2020-10-08
1954,mbithi,0.0,0.0,2020-10-08
1955,mbithi,0.0002777777777777778,0.0,2020-10-08
1956,mbithi,0.0002777777777777778,0.0,2020-10-08
1957,mbithi,0.0002777777777777778,0.0,2020-10-08
1958,mbithi,0.0002777777777777778,0.0,2020-10-08
1959,mbithi,0.0002777777777777778,0.0,2020-10-08
1960,mbithi,0.0002777777777777778,0.0,2020-10-08
1961,mbithi,0.0002777777777777778,0.0,2020-10-08
